confidence_threshold,nms_threshold,mAP,micro_precision,micro_recall,f1,num_predictions
0.1,0.6,0.7666495078508584,0.20711636532220676,0.88421573478476,0.3356183679218706,8628
0.2,0.4,0.7654738108863748,0.4888373441577269,0.8342404750123701,0.6164533820840952,3449
0.2,0.45,0.7654693139557419,0.4581759309228278,0.8401781296387927,0.5929806181246726,3706
0.2,0.5,0.7654038044520979,0.4281429642589353,0.8476001979218208,0.5689139820657588,4001
0.2,0.55,0.7648632325976361,0.3900067827266561,0.8535378525482434,0.5353817504655494,4423
0.15,0.3,0.7648340074676575,0.44666666666666666,0.8287976249381495,0.5804886501472881,3750
0.15,0.6,0.7637399581678528,0.2808164567054696,0.8713508164275111,0.4247467438494935,6271
0.25,0.4,0.761487227933867,0.5555555555555556,0.8263236021771401,0.6644121742590015,3006
0.25,0.45,0.761245869071886,0.5233936369307548,0.830282038594755,0.6420508896116319,3206
0.25,0.55,0.7606555510239327,0.4541577825159915,0.8431469569520039,0.590334314914256,3752
0.25,0.5,0.7599437275567432,0.48984329657574,0.8352300841167739,0.6175233217486739,3446
0.2,0.6,0.7590492626015508,0.34545454545454546,0.855517070757051,0.4921719328209508,5005
0.2,0.3,0.7586723390043163,0.52736,0.8154379020286987,0.6404974737660318,3125
0.01,0.2,0.7562965247021152,0.06948274421325311,0.8228599703117269,0.12814486611442882,23934
0.05,0.2,0.7562049674569138,0.23110121119309482,0.8213755566551212,0.3607127335940895,7183
0.25,0.3,0.7553223866095828,0.5951255001818844,0.8095002474022761,0.6859538784067085,2749
0.3,0.4,0.7551421092904278,0.6167664670658682,0.8154379020286987,0.7023226081397826,2672
0.3,0.45,0.7548318938329819,0.5848056537102474,0.8189015338941118,0.6823335394763966,2830
0.25,0.6,0.7546866430513932,0.4072926596758818,0.8456209797130133,0.5497828534663021,4196
0.3,0.55,0.754187767824089,0.5155145929339477,0.830282038594755,0.6360879454131918,3255
0.3,0.5,0.7535582306513613,0.5519415864586791,0.8228599703117269,0.6607071911005166,3013
0.1,0.2,0.7526286915144749,0.3623508616880248,0.8114794656110836,0.5009928211394532,4526
0.3,0.3,0.7501859890437398,0.6540169559951554,0.801583374567046,0.7203201422854603,2477
0.3,0.6,0.749250930351204,0.46512269092914255,0.8347352795645719,0.5973796033994334,3627
0.15,0.2,0.7491496685403525,0.46584385763490244,0.8030677882236517,0.5896457765667575,3484
0.35,0.4,0.7475676893818571,0.6727498963085856,0.8025729836714498,0.7319494584837546,2411
0.35,0.45,0.7474440823381349,0.6394344069128044,0.805541810984661,0.7129406612656011,2546
0.35,0.55,0.7467654815845159,0.5693052194953335,0.8149430974764967,0.6703296703296703,2893
0.35,0.5,0.7466228631120561,0.6061504260837347,0.8095002474022761,0.6932203389830509,2699
0.2,0.2,0.7448547579167399,0.5444972826086957,0.793171697179614,0.6457200402819738,2944
0.4,0.45,0.7431916300245411,0.685872812633376,0.7951509153884215,0.7364802933088909,2343
0.4,0.55,0.7429330834167736,0.6191926884996192,0.8045522018802573,0.6998063266623628,2626
0.4,0.5,0.7425229291299511,0.6550466153222537,0.7996041563582384,0.7201426024955436,2467
0.4,0.4,0.7424838848575881,0.7157564905998209,0.7911924789708066,0.7515863689776734,2234
0.35,0.6,0.7420251583369678,0.5170365739293529,0.8184067293419099,0.6337164750957853,3199
0.25,0.2,0.7416782912337725,0.6119230769230769,0.7872340425531915,0.6885955420904566,2600
0.35,0.3,0.7416000237828789,0.7039823008849557,0.7872340425531915,0.743284279373978,2260
0.4,0.6,0.7376865116700214,0.5667129951355108,0.8070262246412667,0.6658501735047969,2878
0.4,0.3,0.7372007458787231,0.7422096317280453,0.7778327560613557,0.7596037690263349,2118
0.3,0.2,0.7368589616637142,0.6700680272108843,0.7798119742701632,0.7207866453235764,2352
0.01,0.1,0.7351096892896285,0.07771289537712896,0.7902028698664028,0.14150901599397456,20550
0.05,0.1,0.7350377542488482,0.23977751052315094,0.789213260761999,0.3678081402052346,6652
0.1,0.1,0.7324951034999448,0.3715024688455208,0.7817911924789708,0.5036659228562321,4253
0.15,0.1,0.7293882283797499,0.47680097680097683,0.7728847105393369,0.5897677930904286,3276
0.35,0.2,0.7287854129976324,0.7177942539388322,0.7664522513607125,0.7413256759990429,2158
0.2,0.1,0.7248889797255041,0.5539180445722501,0.7624938149430974,0.6416822819071414,2782
0.4,0.2,0.7246917433065136,0.7519646365422397,0.7575457694210787,0.7547448853832881,2036
0.25,0.1,0.7198090652845006,0.6196094385679414,0.7535873330034636,0.6800625139540075,2458
0.5,0.5,0.7185010680900729,0.7393794749403342,0.7664522513607125,0.7526724975704568,2095
0.5,0.45,0.7181916879342389,0.7645305514157973,0.7615042058386937,0.7630143777887953,2013
0.5,0.55,0.7179314929683163,0.7100456621004566,0.7694210786739238,0.7385419140346711,2190
0.5,0.4,0.7157939485791649,0.7840616966580977,0.7545769421078674,0.7690368129097327,1945
0.3,0.1,0.7149288470918911,0.6783625730994152,0.7461652647204354,0.7106503298774739,2223
0.5,0.6,0.7138619304937033,0.6643923240938167,0.7709054923305294,0.7136967475950526,2345
0.5,0.3,0.7117874806416368,0.8047084002140182,0.7441860465116279,0.7732647814910026,1869
0.35,0.1,0.7095142032035449,0.7236009732360097,0.7357743691241959,0.7296368989205103,2055
0.4,0.1,0.7043897667136877,0.7585315408479835,0.7258782780801584,0.7418457648546145,1934
0.5,0.2,0.7025172263142373,0.8127753303964758,0.7303315190499753,0.7693510555121189,1816
0.5,0.1,0.6840337372890444,0.8186558516801854,0.6991588322612569,0.7542033626901522,1726
