image_id,class,confidence,bbox
img_331a75446f09.jpg,chair,0.763417,"[374.0, 185.0, 428.0, 235.0]"
img_8608b1482112.jpg,chair,0.758387,"[0.0, 221.0, 84.0, 368.0]"
img_075362d385c3.jpg,person,0.755392,"[9.0, 158.0, 109.0, 332.0]"
img_96839b4fc17d.jpg,car,0.754921,"[200.0, 205.0, 297.0, 307.0]"
img_94f3a6fee9b5.jpg,person,0.75323,"[207.0, 116.0, 255.0, 160.0]"
img_f4df1cbb38ea.jpg,car,0.750862,"[143.0, 137.0, 271.0, 196.0]"
img_230a94f3c914.jpg,dog,0.741994,"[206.0, 158.0, 315.0, 215.0]"
img_0cadf0f4e0b1.jpg,dog,0.741075,"[69.0, 47.0, 426.0, 284.0]"
img_db199acbeda0.jpg,chair,0.732016,"[91.0, 313.0, 225.0, 375.0]"
img_362a4acd4de8.jpg,dog,0.73188,"[106.0, 77.0, 433.0, 233.0]"
img_7262079ac13a.jpg,car,0.731729,"[9.0, 1.0, 375.0, 437.0]"
img_50e064427398.jpg,car,0.731488,"[468.0, 91.0, 500.0, 108.0]"
img_f0c842889a54.jpg,cat,0.730682,"[118.0, 122.0, 321.0, 241.0]"
img_d83fdae46b9f.jpg,person,0.730541,"[0.0, 30.0, 188.0, 325.0]"
img_379a631251ac.jpg,chair,0.729962,"[0.0, 160.0, 69.0, 248.0]"
img_1e6d47d39df5.jpg,car,0.729175,"[210.0, 232.0, 244.0, 258.0]"
img_19d0b906038a.jpg,dog,0.728257,"[81.0, 152.0, 120.0, 210.0]"
img_636d9373a3c4.jpg,dog,0.726939,"[14.0, 3.0, 335.0, 176.0]"
img_058e3cd1e1b8.jpg,dog,0.726732,"[5.0, 71.0, 332.0, 500.0]"
img_a2582b3a22b4.jpg,dog,0.723918,"[216.0, 99.0, 369.0, 361.0]"
img_8cfbabff7da1.jpg,chair,0.723155,"[37.0, 85.0, 463.0, 348.0]"
img_d8d227976af1.jpg,person,0.720259,"[27.0, 27.0, 280.0, 283.0]"
img_51e8b5bdb880.jpg,chair,0.719656,"[407.0, 182.0, 498.0, 305.0]"
img_a291d394b19e.jpg,chair,0.718906,"[365.0, 193.0, 461.0, 333.0]"
img_0a5266a8bc98.jpg,dog,0.718482,"[32.0, 66.0, 309.0, 299.0]"
img_1dd84a3e9eb5.jpg,chair,0.716286,"[336.0, 234.0, 415.0, 352.0]"
img_01c40aeb6553.jpg,car,0.716143,"[43.0, 58.0, 209.0, 237.0]"
img_0bfa1762ad8b.jpg,person,0.712672,"[15.0, 171.0, 88.0, 368.0]"
img_7bbf4b2adfd8.jpg,car,0.712269,"[201.0, 337.0, 336.0, 375.0]"
img_f5ab8398df0e.jpg,cat,0.708613,"[6.0, 25.0, 489.0, 349.0]"
img_3218dd2ffd43.jpg,chair,0.70701,"[2.0, 55.0, 464.0, 356.0]"
img_ed05e42800be.jpg,person,0.702667,"[204.0, 166.0, 220.0, 197.0]"
img_708280324920.jpg,chair,0.701983,"[193.0, 117.0, 268.0, 252.0]"
img_8608b1482112.jpg,person,0.701112,"[339.0, 236.0, 489.0, 375.0]"
img_182a41c94b50.jpg,car,0.700689,"[35.0, 59.0, 77.0, 86.0]"
img_b49476377fe2.jpg,chair,0.700295,"[299.0, 170.0, 476.0, 358.0]"
img_a87728800326.jpg,person,0.698259,"[119.0, 53.0, 351.0, 375.0]"
img_e87b0d33fda8.jpg,car,0.69809,"[202.0, 20.0, 265.0, 56.0]"
img_0157c7e7f027.jpg,person,0.698024,"[130.0, 227.0, 159.0, 310.0]"
img_ecef77c764c0.jpg,person,0.695746,"[348.0, 38.0, 370.0, 81.0]"
img_3d32fb63410f.jpg,car,0.694592,"[62.0, 4.0, 498.0, 353.0]"
img_8608b1482112.jpg,chair,0.694334,"[431.0, 192.0, 477.0, 265.0]"
img_e37e00b106aa.jpg,person,0.69382,"[267.0, 0.0, 404.0, 53.0]"
img_bdd7d6badb4b.jpg,chair,0.69309,"[331.0, 123.0, 480.0, 357.0]"
img_d8129d912ab9.jpg,cat,0.693068,"[115.0, 55.0, 363.0, 343.0]"
img_1f65c0af8df7.jpg,cat,0.688615,"[235.0, 154.0, 389.0, 247.0]"
img_851daabbdf45.jpg,car,0.687783,"[263.0, 241.0, 323.0, 277.0]"
img_1dd84a3e9eb5.jpg,chair,0.68611,"[306.0, 232.0, 346.0, 321.0]"
img_0b5b5dcdfe8a.jpg,car,0.685142,"[410.0, 136.0, 493.0, 252.0]"
img_2b34059062da.jpg,cat,0.682868,"[241.0, 351.0, 319.0, 478.0]"
img_9a032a4dc2e7.jpg,chair,0.68219,"[8.0, 97.0, 129.0, 252.0]"
img_fdd711343fc8.jpg,chair,0.678474,"[378.0, 58.0, 412.0, 130.0]"
img_cd6c0379803b.jpg,cat,0.677528,"[2.0, 0.0, 400.0, 495.0]"
img_20177b210046.jpg,chair,0.676536,"[417.0, 195.0, 481.0, 300.0]"
img_e860d0f001f7.jpg,dog,0.67286,"[12.0, 28.0, 436.0, 256.0]"
img_897e7a68dba7.jpg,chair,0.672281,"[216.0, 206.0, 277.0, 305.0]"
img_535eef2ca3e2.jpg,person,0.671861,"[1.0, 54.0, 17.0, 101.0]"
img_a3dbc526009a.jpg,person,0.671705,"[90.0, 75.0, 429.0, 289.0]"
img_181141c9c73b.jpg,car,0.669348,"[110.0, 21.0, 147.0, 39.0]"
img_20177b210046.jpg,chair,0.668792,"[0.0, 198.0, 108.0, 320.0]"
img_09bebfc9c2bd.jpg,person,0.668755,"[138.0, 41.0, 235.0, 311.0]"
img_55650358edd7.jpg,car,0.668728,"[38.0, 185.0, 67.0, 203.0]"
img_793dac3230d3.jpg,person,0.667156,"[103.0, 207.0, 454.0, 487.0]"
img_6ee9c4053d9d.jpg,chair,0.665231,"[295.0, 254.0, 421.0, 364.0]"
img_e8c27d38bd45.jpg,person,0.662408,"[300.0, 153.0, 315.0, 178.0]"
img_a8297dd518aa.jpg,car,0.65912,"[228.0, 135.0, 289.0, 189.0]"
img_5c07f2cd1a5a.jpg,chair,0.659079,"[3.0, 256.0, 42.0, 379.0]"
img_18e72c7e68d1.jpg,person,0.659032,"[16.0, 75.0, 259.0, 311.0]"
img_3cdedfd817c9.jpg,chair,0.658798,"[28.0, 13.0, 430.0, 332.0]"
img_9a8452cf51ba.jpg,car,0.658214,"[93.0, 56.0, 500.0, 321.0]"
img_1438ad9fe1ba.jpg,person,0.657157,"[138.0, 64.0, 372.0, 374.0]"
img_b16fb59fc296.jpg,dog,0.656986,"[12.0, 23.0, 439.0, 317.0]"
img_533e94c9d2b1.jpg,car,0.65678,"[461.0, 183.0, 497.0, 223.0]"
img_1e6d47d39df5.jpg,car,0.653585,"[213.0, 225.0, 255.0, 254.0]"
img_897e7a68dba7.jpg,chair,0.650383,"[385.0, 237.0, 485.0, 375.0]"
img_b55c0aea6f30.jpg,chair,0.649796,"[62.0, 302.0, 173.0, 500.0]"
img_d5847d595f4e.jpg,chair,0.649089,"[6.0, 139.0, 55.0, 250.0]"
img_181141c9c73b.jpg,car,0.648605,"[130.0, 77.0, 161.0, 96.0]"
img_c7479a7b0034.jpg,car,0.647959,"[6.0, 0.0, 106.0, 80.0]"
img_95eaef6aedde.jpg,person,0.646342,"[108.0, 255.0, 123.0, 275.0]"
img_e5fe3a327191.jpg,chair,0.640309,"[52.0, 189.0, 328.0, 466.0]"
img_cb627ca17b25.jpg,person,0.639985,"[109.0, 160.0, 206.0, 261.0]"
img_344df9b14d56.jpg,person,0.639226,"[70.0, 157.0, 303.0, 373.0]"
img_612251188ce1.jpg,dog,0.637764,"[0.0, 320.0, 109.0, 406.0]"
img_46e743ca8d6a.jpg,car,0.637349,"[338.0, 276.0, 472.0, 367.0]"
img_c2c73fb1ec62.jpg,person,0.636268,"[175.0, 110.0, 295.0, 364.0]"
img_003c3ddc6a82.jpg,dog,0.636195,"[3.0, 108.0, 116.0, 188.0]"
img_fbdcb2fd0596.jpg,cat,0.635951,"[174.0, 189.0, 332.0, 409.0]"
img_46e743ca8d6a.jpg,chair,0.635683,"[329.0, 268.0, 471.0, 368.0]"
img_85e7243b8a2e.jpg,person,0.634244,"[197.0, 48.0, 419.0, 361.0]"
img_40289654fdb7.jpg,chair,0.633009,"[214.0, 136.0, 286.0, 242.0]"
img_8cfd330199e5.jpg,car,0.632675,"[337.0, 137.0, 500.0, 302.0]"
img_43bc8807b7b3.jpg,car,0.632477,"[0.0, 0.0, 169.0, 128.0]"
img_b49476377fe2.jpg,chair,0.631821,"[390.0, 169.0, 496.0, 305.0]"
img_63cd7dffeadb.jpg,person,0.63132,"[230.0, 75.0, 281.0, 109.0]"
img_fad6ed080d6c.jpg,chair,0.630047,"[255.0, 114.0, 306.0, 186.0]"
img_7476b136e39e.jpg,car,0.629848,"[0.0, 277.0, 110.0, 375.0]"
img_ef79ed60e9d2.jpg,dog,0.629377,"[76.0, 188.0, 132.0, 305.0]"
img_3ebf9996f176.jpg,person,0.62746,"[141.0, 134.0, 316.0, 370.0]"
img_d10dcd8a3d7a.jpg,person,0.626469,"[62.0, 79.0, 88.0, 122.0]"
img_b2333129a4c1.jpg,person,0.626315,"[333.0, 140.0, 367.0, 198.0]"
img_e9e63329451a.jpg,car,0.626028,"[28.0, 49.0, 414.0, 238.0]"
img_84c4bd315a4d.jpg,chair,0.625255,"[15.0, 371.0, 91.0, 489.0]"
img_63e40c7df9b3.jpg,person,0.622742,"[31.0, 102.0, 50.0, 147.0]"
img_c9ba3fb5c863.jpg,chair,0.620493,"[8.0, 101.0, 79.0, 219.0]"
img_fb9aeebd8455.jpg,chair,0.61928,"[105.0, 177.0, 149.0, 260.0]"
img_62da33f3d2c5.jpg,person,0.617925,"[69.0, 252.0, 85.0, 297.0]"
img_a9b37212b518.jpg,person,0.617223,"[61.0, 135.0, 260.0, 375.0]"
img_9b4611599fc4.jpg,chair,0.616032,"[6.0, 242.0, 54.0, 352.0]"
img_1f9703e08882.jpg,chair,0.615814,"[360.0, 111.0, 500.0, 180.0]"
img_2e682379421e.jpg,cat,0.615678,"[63.0, 251.0, 117.0, 296.0]"
img_1dd84a3e9eb5.jpg,chair,0.613917,"[364.0, 236.0, 436.0, 363.0]"
img_d679c25bff72.jpg,chair,0.613121,"[0.0, 242.0, 55.0, 409.0]"
img_e73a466dbacd.jpg,car,0.612422,"[378.0, 161.0, 410.0, 177.0]"
img_fcf40613331a.jpg,person,0.610917,"[60.0, 107.0, 108.0, 160.0]"
img_612251188ce1.jpg,dog,0.609679,"[67.0, 323.0, 202.0, 411.0]"
img_3cb9f153aaa1.jpg,person,0.609384,"[170.0, 25.0, 275.0, 335.0]"
img_c30717b13b00.jpg,person,0.607117,"[295.0, 136.0, 431.0, 314.0]"
img_36c42378a625.jpg,person,0.605941,"[128.0, 4.0, 166.0, 57.0]"
img_e8c27d38bd45.jpg,chair,0.603593,"[363.0, 156.0, 474.0, 231.0]"
img_215536ad67c8.jpg,person,0.603078,"[322.0, 278.0, 375.0, 394.0]"
img_a291d394b19e.jpg,chair,0.602841,"[0.0, 142.0, 56.0, 287.0]"
img_2ac58b85084d.jpg,chair,0.602326,"[285.0, 166.0, 323.0, 216.0]"
img_6bf119c903c1.jpg,person,0.60193,"[71.0, 129.0, 316.0, 500.0]"
img_39629274142f.jpg,person,0.601467,"[285.0, 152.0, 301.0, 181.0]"
img_3c5e20122f8e.jpg,car,0.600104,"[27.0, 238.0, 86.0, 267.0]"
img_3da787d0f12c.jpg,car,0.596623,"[332.0, 3.0, 358.0, 23.0]"
img_78fca84dd289.jpg,person,0.594739,"[85.0, 61.0, 347.0, 333.0]"
img_42983b18b7fb.jpg,dog,0.594643,"[71.0, 287.0, 202.0, 375.0]"
img_c44bbafb14ca.jpg,person,0.593333,"[191.0, 85.0, 230.0, 132.0]"
img_2493e1572b09.jpg,car,0.591693,"[212.0, 0.0, 471.0, 151.0]"
img_6c5a764e8d19.jpg,person,0.590752,"[220.0, 88.0, 302.0, 203.0]"
img_d37be9a71fb8.jpg,person,0.587785,"[325.0, 163.0, 357.0, 197.0]"
img_4cd065a6d803.jpg,person,0.587492,"[37.0, 0.0, 260.0, 413.0]"
img_6bd184838133.jpg,person,0.587209,"[136.0, 159.0, 170.0, 212.0]"
img_373f2846f1bd.jpg,chair,0.586265,"[388.0, 36.0, 459.0, 155.0]"
img_362a4acd4de8.jpg,dog,0.585,"[53.0, 130.0, 257.0, 349.0]"
img_3ebf9996f176.jpg,chair,0.581232,"[404.0, 74.0, 499.0, 178.0]"
img_dacbabe229f9.jpg,dog,0.580526,"[176.0, 220.0, 486.0, 371.0]"
img_5d2fa79c0e36.jpg,chair,0.576518,"[113.0, 96.0, 254.0, 330.0]"
img_5281218ffa66.jpg,chair,0.574312,"[7.0, 162.0, 50.0, 301.0]"
img_46719b0aa56f.jpg,car,0.574044,"[0.0, 37.0, 366.0, 305.0]"
img_075362d385c3.jpg,person,0.573824,"[267.0, 73.0, 371.0, 242.0]"
img_a262c9f48726.jpg,dog,0.57093,"[147.0, 14.0, 444.0, 299.0]"
img_342965f2054d.jpg,dog,0.570081,"[126.0, 48.0, 406.0, 317.0]"
img_5c50c78a6684.jpg,chair,0.569302,"[238.0, 155.0, 316.0, 333.0]"
img_62b4d75d051c.jpg,car,0.568619,"[143.0, 228.0, 171.0, 252.0]"
img_c30717b13b00.jpg,person,0.56838,"[136.0, 110.0, 248.0, 286.0]"
img_e41838e49de8.jpg,chair,0.568359,"[278.0, 234.0, 333.0, 281.0]"
img_39c1941aabec.jpg,person,0.567488,"[189.0, 92.0, 239.0, 214.0]"
img_be378ffbb187.jpg,cat,0.56734,"[0.0, 166.0, 97.0, 328.0]"
img_044a29b88f57.jpg,person,0.566648,"[314.0, 107.0, 337.0, 135.0]"
img_83bb828b3674.jpg,car,0.566082,"[8.0, 43.0, 338.0, 375.0]"
img_8a56dd48f5d6.jpg,chair,0.563604,"[336.0, 221.0, 394.0, 300.0]"
img_c0b69b9a1792.jpg,person,0.562966,"[232.0, 122.0, 449.0, 371.0]"
img_dbaf9a6ec2ff.jpg,car,0.562589,"[47.0, 263.0, 115.0, 295.0]"
img_3110868f6ef6.jpg,person,0.560598,"[43.0, 126.0, 56.0, 153.0]"
img_9a4c1903431a.jpg,chair,0.559689,"[25.0, 73.0, 187.0, 287.0]"
img_0214dbc25497.jpg,person,0.557586,"[294.0, 164.0, 314.0, 189.0]"
img_e09f3e9ee3b9.jpg,car,0.557273,"[341.0, 0.0, 373.0, 13.0]"
img_3a557ca0cbff.jpg,chair,0.556663,"[146.0, 68.0, 306.0, 321.0]"
img_7d60938325bd.jpg,chair,0.556637,"[6.0, 263.0, 207.0, 374.0]"
img_316b10de0483.jpg,person,0.556422,"[251.0, 65.0, 369.0, 278.0]"
img_075362d385c3.jpg,person,0.554772,"[29.0, 169.0, 166.0, 350.0]"
img_01fe86605ee4.jpg,person,0.554531,"[342.0, 103.0, 482.0, 256.0]"
img_897e7a68dba7.jpg,chair,0.55443,"[276.0, 303.0, 353.0, 375.0]"
img_cff383772c7d.jpg,person,0.553544,"[247.0, 103.0, 450.0, 375.0]"
img_c44f1b5b2a70.jpg,person,0.553146,"[67.0, 105.0, 314.0, 426.0]"
img_b312023b66bc.jpg,chair,0.553124,"[384.0, 139.0, 428.0, 200.0]"
img_6a76635e1937.jpg,person,0.552969,"[162.0, 396.0, 195.0, 451.0]"
img_897e7a68dba7.jpg,chair,0.552206,"[335.0, 250.0, 415.0, 372.0]"
img_fa539e82cbd8.jpg,chair,0.549917,"[147.0, 22.0, 339.0, 289.0]"
img_3cb9f153aaa1.jpg,person,0.549355,"[89.0, 151.0, 113.0, 188.0]"
img_624fe631b2b2.jpg,person,0.54835,"[298.0, 80.0, 319.0, 151.0]"
img_075362d385c3.jpg,chair,0.54817,"[9.0, 158.0, 109.0, 332.0]"
img_3d1f1dfbcae2.jpg,person,0.548056,"[91.0, 59.0, 191.0, 254.0]"
img_3d32fb63410f.jpg,person,0.547882,"[85.0, 3.0, 472.0, 347.0]"
img_e465b859f3c6.jpg,person,0.546906,"[417.0, 150.0, 500.0, 232.0]"
img_c44bbafb14ca.jpg,chair,0.546642,"[273.0, 113.0, 314.0, 169.0]"
img_624fe631b2b2.jpg,chair,0.546504,"[13.0, 65.0, 271.0, 234.0]"
img_db199acbeda0.jpg,car,0.546382,"[369.0, 221.0, 433.0, 256.0]"
img_84c4bd315a4d.jpg,chair,0.544643,"[322.0, 443.0, 373.0, 494.0]"
img_f1f25cb78149.jpg,person,0.54361,"[172.0, 85.0, 353.0, 422.0]"
img_9a4c1903431a.jpg,chair,0.542588,"[292.0, 48.0, 429.0, 289.0]"
img_9415c0c992b8.jpg,person,0.542194,"[124.0, 311.0, 141.0, 350.0]"
img_e3563ec53fe4.jpg,chair,0.542082,"[268.0, 180.0, 339.0, 312.0]"
img_d5902ccaa98d.jpg,person,0.541573,"[242.0, 2.0, 495.0, 114.0]"
img_75c6d9e4df84.jpg,chair,0.541369,"[138.0, 137.0, 193.0, 249.0]"
img_08b61500e582.jpg,person,0.540531,"[163.0, 154.0, 195.0, 205.0]"
img_83bb828b3674.jpg,car,0.53874,"[235.0, 229.0, 482.0, 375.0]"
img_cbac228bc908.jpg,chair,0.537789,"[160.0, 253.0, 261.0, 329.0]"
img_c9ba3fb5c863.jpg,chair,0.535702,"[32.0, 89.0, 125.0, 180.0]"
img_f8953fb358a1.jpg,car,0.535668,"[168.0, 241.0, 215.0, 262.0]"
img_7aacf89c1411.jpg,car,0.534633,"[167.0, 63.0, 457.0, 263.0]"
img_075362d385c3.jpg,person,0.532941,"[165.0, 49.0, 269.0, 284.0]"
img_6c5a764e8d19.jpg,person,0.532159,"[8.0, 79.0, 97.0, 193.0]"
img_62d88b1e5d06.jpg,person,0.531928,"[74.0, 55.0, 103.0, 92.0]"
img_c81e6588e6ff.jpg,chair,0.530395,"[2.0, 269.0, 73.0, 351.0]"
img_3e0113805109.jpg,chair,0.529736,"[313.0, 62.0, 471.0, 291.0]"
img_daea6d3aa4b7.jpg,dog,0.528948,"[111.0, 133.0, 276.0, 303.0]"
img_a5be57f14f3d.jpg,chair,0.52762,"[308.0, 135.0, 396.0, 319.0]"
img_f9659b62f4fe.jpg,car,0.52745,"[294.0, 310.0, 335.0, 332.0]"
img_c2eeb62e021c.jpg,dog,0.527282,"[9.0, 18.0, 406.0, 400.0]"
img_044a29b88f57.jpg,person,0.526496,"[84.0, 103.0, 101.0, 130.0]"
img_c9ba3fb5c863.jpg,chair,0.526262,"[49.0, 89.0, 102.0, 123.0]"
img_504be9a8bc1a.jpg,person,0.525477,"[122.0, 132.0, 278.0, 500.0]"
img_9b4611599fc4.jpg,person,0.52389,"[176.0, 122.0, 396.0, 367.0]"
img_78fca84dd289.jpg,person,0.523346,"[0.0, 143.0, 127.0, 333.0]"
img_dedd267e74c6.jpg,person,0.522875,"[1.0, 151.0, 75.0, 421.0]"
img_cec3b007aa5b.jpg,car,0.522794,"[33.0, 0.0, 494.0, 375.0]"
img_9a032a4dc2e7.jpg,chair,0.521591,"[346.0, 121.0, 444.0, 336.0]"
img_85f41468484c.jpg,dog,0.520596,"[0.0, 122.0, 184.0, 375.0]"
img_708280324920.jpg,chair,0.519424,"[164.0, 92.0, 244.0, 266.0]"
img_7f4584a0dbba.jpg,dog,0.519336,"[140.0, 45.0, 439.0, 264.0]"
img_8887d945c1ff.jpg,car,0.518959,"[60.0, 126.0, 105.0, 151.0]"
img_d1b91c80bbff.jpg,chair,0.518879,"[364.0, 238.0, 483.0, 366.0]"
img_075362d385c3.jpg,chair,0.518289,"[190.0, 184.0, 327.0, 358.0]"
img_7d60938325bd.jpg,chair,0.517391,"[214.0, 257.0, 340.0, 375.0]"
img_8ad3ca93417c.jpg,car,0.516734,"[29.0, 17.0, 383.0, 179.0]"
img_55c1a787808b.jpg,dog,0.516434,"[217.0, 144.0, 418.0, 279.0]"
img_3110868f6ef6.jpg,person,0.51579,"[97.0, 134.0, 115.0, 168.0]"
img_50ccd05cd596.jpg,chair,0.515204,"[108.0, 234.0, 185.0, 425.0]"
img_ab842bb58199.jpg,chair,0.514111,"[8.0, 164.0, 176.0, 329.0]"
img_de1468790e15.jpg,chair,0.513486,"[127.0, 187.0, 169.0, 248.0]"
img_9c8ed15dfc78.jpg,cat,0.512951,"[76.0, 99.0, 213.0, 331.0]"
img_2aee533f9676.jpg,person,0.510253,"[173.0, 39.0, 313.0, 309.0]"
img_487f4c263396.jpg,car,0.509851,"[117.0, 0.0, 412.0, 200.0]"
img_fad6ed080d6c.jpg,person,0.509681,"[169.0, 138.0, 266.0, 272.0]"
img_51e8b5bdb880.jpg,person,0.509388,"[160.0, 119.0, 234.0, 287.0]"
img_3c12258fa265.jpg,car,0.509303,"[53.0, 1.0, 92.0, 16.0]"
img_08139a48215f.jpg,chair,0.509063,"[217.0, 435.0, 324.0, 497.0]"
img_f4ea9342d176.jpg,dog,0.508592,"[198.0, 134.0, 305.0, 307.0]"
img_e0f77e7d67c2.jpg,person,0.505794,"[119.0, 45.0, 306.0, 439.0]"
